sector_id,scenario,rank,title,category,score_delta,from_score,to_score,suggested_lat,suggested_lng
21004E14-,remote,2,+1 supermarket within 400m,supermarket,10,64,74,50.880288,4.349019
21004E14-,senior,1,+1 GP / doctor within 300m,gp,17,53,70,50.885794,4.352048
21004E14-,senior,2,+1 supermarket within 300m,supermarket,12,53,65,50.88118,4.349019
21004E14-,senior,3,+1 transit stop within 250m,transit,11,53,64,50.883883,4.345591
21004E180,family,1,+1 school within 400m,school,15,9,24,50.88595,4.367149
21004E180,family,2,+1 park within 400m,park,14,9,23,50.888491,4.357422
21004E180,family,3,+1 transit stop within 300m,transit,10,9,19,50.88595,4.356893
21004E180,remote,1,+1 coworking space within 550m,coworking,20,9,29,50.884024,4.354082
21004E180,remote,2,+1 park within 400m,park,13,9,22,50.888491,4.357422
21004E180,remote,3,+1 transit stop within 300m,transit,12,9,21,50.88595,4.356893
21004E180,senior,1,+1 GP / doctor within 300m,gp,27,5,32,50.887861,4.364481
21004E180,senior,2,+1 transit stop within 250m,transit,17,5,22,50.88595,4.358024
21004E180,senior,3,+1 supermarket within 300m,supermarket,12,5,17,50.883247,4.361451
21004E193,family,1,+1 playground within 250m,playground,7,83,90,50.881601,4.354807
21004E193,family,2,+1 supermarket within 400m,supermarket,3,83,86,50.876013,4.353499
21004E193,family,3,+1 GP / doctor within 400m,gp,3,83,86,50.88215,4.357527
21004E193,remote,1,+1 coworking space within 550m,coworking,17,72,89,50.877682,4.34613
21004E193,remote,2,+1 supermarket within 400m,supermarket,3,72,75,50.876013,4.353499
21004E193,remote,3,+1 GP / doctor within 400m,gp,2,72,74,50.88215,4.357527
21004E193,senior,1,+1 GP / doctor within 300m,gp,21,57,78,50.881519,4.356528
21004E193,senior,2,+1 supermarket within 300m,supermarket,9,57,66,50.876905,4.353499
21004E193,senior,3,+1 hospital within 0m,hospital,5,57,62,50.879608,4.353499
21004E201,family,1,+1 supermarket within 400m,supermarket,4,87,91,50.891353,4.364714
21004E201,family,2,+1 playground within 250m,playground,4,87,91,50.896941,4.366022
21004E201,remote,1,+1 coworking space within 550m,coworking,20,64,84,50.893022,4.357342
21004E201,remote,2,+1 café within 400m,cafe,8,64,72,50.891627,4.366895
21004E201,remote,3,+1 supermarket within 400m,supermarket,4,64,68,50.891353,4.364714
21004E201,senior,1,+1 supermarket within 300m,supermarket,10,67,77,50.892245,4.364714
21004E201,senior,2,+1 hospital within 0m,hospital,8,67,75,50.894948,4.364714
21004E201,senior,3,+1 café within 300m,cafe,5,67,72,50.892451,4.366353
21004E211,remote,1,+1 coworking space within 550m,coworking,20,70,90,50.896478,4.350935
21004E211,remote,2,+1 café within 400m,cafe,8,70,78,50.895083,4.360488
21004E211,senior,1,+1 hospital within 0m,hospital,5,85,90,50.898404,4.358306
21004E211,senior,2,+1 park within 300m,park,5,85,90,50.900315,4.355276
21004E211,senior,3,+1 café within 300m,cafe,5,85,90,50.895907,4.359946
21004E222,remote,1,+1 coworking space within 550m,coworking,20,71,91,50.897454,4.348385
21004E222,remote,2,+1 café within 400m,cafe,8,71,79,50.896058,4.357938
21004E222,senior,1,+1 GP / doctor within 300m,gp,12,75,87,50.901291,4.358787
21004E222,senior,2,+1 café within 300m,cafe,5,75,80,50.896882,4.357396
21004E222,senior,3,+1 hospital within 0m,hospital,3,75,78,50.899379,4.355757
21004E233,family,1,+1 playground within 250m,playground,6,90,96,50.900353,4.35401
21004E233,remote,1,+1 coworking space within 550m,coworking,20,68,88,50.896435,4.34533
21004E233,remote,2,+1 café within 400m,cafe,8,68,76,50.89504,4.354883
21004E233,senior,1,+1 transit stop within 250m,transit,8,80,88,50.898361,4.349274
21004E233,senior,2,+1 café within 300m,cafe,5,80,85,50.895864,4.354342
21004E233,senior,3,+1 hospital within 0m,hospital,3,80,83,50.898361,4.352702
21004E292,family,1,+1 GP / doctor within 400m,gp,9,54,63,50.891551,4.374291
21004E292,family,2,+1 supermarket within 400m,supermarket,8,54,62,50.885415,4.370261
21004E292,family,3,+1 childcare centre within 400m,childcare,7,54,61,50.886468,4.374291
21004E292,remote,1,+1 coworking space within 550m,coworking,20,43,63,50.887084,4.362891
21004E292,remote,2,+1 supermarket within 400m,supermarket,8,43,51,50.885415,4.370261
21004E292,remote,3,+1 café within 400m,cafe,8,43,51,50.885688,4.372442
21004E292,senior,1,+1 GP / doctor within 300m,gp,27,35,62,50.890921,4.373291
21004E292,senior,2,+1 supermarket within 300m,supermarket,12,35,47,50.886307,4.370261
21004E292,senior,3,+1 hospital within 0m,hospital,7,35,42,50.889009,4.370261
21004E70-,senior,1,+1 park within 300m,park,7,91,98,50.87862,4.348271
21004E72-,family,1,+1 playground within 250m,playground,7,86,93,50.875406,4.356044
21004E72-,family,2,+1 GP / doctor within 400m,gp,3,86,89,50.875956,4.358763
21004E72-,remote,1,+1 library within 550m,library,3,91,94,50.87534,4.362103
21004E72-,remote,2,+1 GP / doctor within 400m,gp,2,91,93,50.875956,4.358763
21004E72-,senior,1,+1 GP / doctor within 300m,gp,22,58,80,50.875325,4.357764
21004E72-,senior,2,+1 hospital within 0m,hospital,6,58,64,50.873414,4.354736
21004E72-,senior,3,+1 library within 400m,library,4,58,62,50.874862,4.360275
21004E73-,family,1,+1 childcare centre within 400m,childcare,4,91,95,50.869839,4.349789
21004E73-,family,2,+1 GP / doctor within 400m,gp,4,91,95,50.874923,4.349789
21004E73-,remote,1,+1 GP / doctor within 400m,gp,2,98,100,50.874923,4.349789
21004E73-,senior,1,+1 GP / doctor within 300m,gp,23,72,95,50.874292,4.348789
21004E73-,senior,2,+1 hospital within 0m,hospital,3,72,75,50.872381,4.345761
21004E74-,remote,1,+1 coworking space within 550m,coworking,17,82,99,50.874838,4.335325
21004E74-,senior,1,+1 park within 300m,park,4,89,93,50.878675,4.339664
21004E74-,senior,2,+1 hospital within 0m,hospital,2,89,91,50.876764,4.342693
21004E800,family,1,+1 GP / doctor within 400m,gp,8,89,97,50.901947,4.334083
21004E800,remote,1,+1 coworking space within 550m,coworking,20,67,87,50.897479,4.32268
21004E800,remote,2,+1 café within 400m,cafe,8,67,75,50.896084,4.332233
21004E800,remote,3,+1 GP / doctor within 400m,gp,4,67,71,50.901947,4.334083
21004E800,senior,1,+1 GP / doctor within 300m,gp,27,58,85,50.901316,4.333083
21004E800,senior,2,+1 café within 300m,cafe,5,58,63,50.896908,4.331692
21004E800,senior,3,+1 library within 400m,library,3,58,61,50.900853,4.335595
21004E81-,family,1,+1 GP / doctor within 400m,gp,6,93,99,50.897314,4.333289
21004E81-,remote,1,+1 coworking space within 550m,coworking,20,74,94,50.892847,4.321888
21004E81-,remote,2,+1 GP / doctor within 400m,gp,3,74,77,50.897314,4.333289
21004E81-,remote,3,+1 café within 400m,cafe,3,74,77,50.891451,4.33144
21004E81-,senior,1,+1 GP / doctor within 300m,gp,25,68,93,50.896683,4.332289
21004E81-,senior,2,+1 café within 300m,cafe,5,68,73,50.892275,4.330899
21004E82-,family,1,+1 GP / doctor within 400m,gp,8,84,92,50.89798,4.326758
21004E82-,family,2,+1 school within 400m,school,5,84,89,50.895438,4.328428
21004E82-,remote,1,+1 coworking space within 550m,coworking,20,68,88,50.893512,4.315357
21004E82-,remote,2,+1 café within 400m,cafe,8,68,76,50.892117,4.32491
21004E82-,remote,3,+1 GP / doctor within 400m,gp,5,68,73,50.89798,4.326758
21004E82-,senior,1,+1 GP / doctor within 300m,gp,27,61,88,50.897349,4.325759
21004E82-,senior,2,+1 café within 300m,cafe,5,61,66,50.892941,4.324368
21004E82-,senior,3,+1 hospital within 0m,hospital,3,61,64,50.895438,4.322729
21004E83-,family,1,+1 playground within 250m,playground,6,90,96,50.892992,4.333379
21004E83-,remote,1,+1 coworking space within 550m,coworking,20,72,92,50.889074,4.3247
21004E83-,remote,2,+1 library within 550m,library,4,72,76,50.892925,4.339441
21004E83-,senior,1,+1 library within 400m,library,5,89,94,50.892447,4.337612
21004E83-,senior,2,+1 hospital within 0m,hospital,2,89,91,50.890999,4.33207
21004E8MJ,family,1,+1 supermarket within 400m,supermarket,10,56,66,50.892733,4.341463
21004E8MJ,family,2,+1 playground within 250m,playground,8,56,64,50.89832,4.342772
21004E8MJ,family,3,+1 childcare centre within 400m,childcare,7,56,63,50.893785,4.345493
21004E8MJ,remote,1,+1 coworking space within 550m,coworking,20,47,67,50.894401,4.334092
21004E8MJ,remote,2,+1 supermarket within 400m,supermarket,10,47,57,50.892733,4.341463
21004E8MJ,remote,3,+1 library within 550m,library,8,47,55,50.898253,4.348835
21004E8MJ,senior,1,+1 GP / doctor within 300m,gp,27,39,66,50.898238,4.344493
21004E8MJ,senior,2,+1 supermarket within 300m,supermarket,12,39,51,50.893624,4.341463
21004E8MJ,senior,3,+1 local shop within 200m,convenience,6,39,45,50.89518,4.339645
21004E8NJ,family,1,+1 playground within 250m,playground,7,85,92,50.889776,4.332838
21004E8NJ,remote,1,+1 coworking space within 550m,coworking,20,69,89,50.885857,4.324159
21004E8NJ,remote,2,+1 library within 550m,library,6,69,75,50.889709,4.3389
21004E8NJ,senior,1,+1 GP / doctor within 300m,gp,18,76,94,50.889694,4.334559
21004E8NJ,senior,2,+1 library within 400m,library,5,76,81,50.889231,4.337071
21004F511,family,1,+1 supermarket within 400m,supermarket,8,76,84,50.889732,4.371918
21004F511,family,2,+1 GP / doctor within 400m,gp,7,76,83,50.895868,4.375947
21004F511,remote,1,+1 coworking space within 550m,coworking,20,51,71,50.8914,4.364547
21004F511,remote,2,+1 supermarket within 400m,supermarket,8,51,59,50.889732,4.371918
21004F511,remote,3,+1 café within 400m,cafe,8,51,59,50.890005,4.374099
21004F511,senior,1,+1 GP / doctor within 300m,gp,26,42,68,50.895237,4.374948
21004F511,senior,2,+1 supermarket within 300m,supermarket,12,42,54,50.890623,4.371918
21004F511,senior,3,+1 hospital within 0m,hospital,5,42,47,50.893326,4.371918
21004F522,family,1,+1 supermarket within 400m,supermarket,4,83,87,50.894512,4.36687
21004F522,family,2,+1 GP / doctor within 400m,gp,3,83,86,50.900649,4.3709
21004F522,remote,1,+1 coworking space within 550m,coworking,20,63,83,50.896181,4.359498
21004F522,remote,2,+1 supermarket within 400m,supermarket,4,63,67,50.894512,4.36687
21004F522,remote,3,+1 café within 400m,cafe,4,63,67,50.894786,4.369051
21004F522,senior,1,+1 GP / doctor within 300m,gp,22,39,61,50.900018,4.3699
21004F522,senior,2,+1 transit stop within 250m,transit,11,39,50,50.898107,4.363441
21004F522,senior,3,+1 supermarket within 300m,supermarket,10,39,49,50.895404,4.36687
21004F531,family,1,+1 supermarket within 400m,supermarket,8,83,91,50.888659,4.388011
21004F531,family,2,+1 playground within 250m,playground,3,83,86,50.894246,4.389319
21004F531,remote,1,+1 coworking space within 550m,coworking,20,60,80,50.890328,4.38064
21004F531,remote,2,+1 supermarket within 400m,supermarket,8,60,68,50.888659,4.388011
21004F531,remote,3,+1 café within 400m,cafe,8,60,68,50.888933,4.390192
21004F531,senior,1,+1 supermarket within 300m,supermarket,12,65,77,50.889551,4.388011
21004F531,senior,2,+1 GP / doctor within 300m,gp,12,65,77,50.894165,4.391041
21004F531,senior,3,+1 café within 300m,cafe,5,65,70,50.889757,4.389651
21004F572,family,1,+1 school within 400m,school,14,12,26,50.889217,4.392736
21004F572,family,2,+1 park within 400m,park,14,12,26,50.891759,4.383008
21004F572,family,3,+1 childcare centre within 400m,childcare,10,12,22,50.886675,4.391067
21004F572,remote,1,+1 coworking space within 550m,coworking,20,14,34,50.887291,4.379667
21004F572,remote,2,+1 park within 400m,park,13,14,27,50.891759,4.383008
21004F572,remote,3,+1 supermarket within 400m,supermarket,10,14,24,50.885623,4.387037
21004F572,senior,1,+1 GP / doctor within 300m,gp,27,9,36,50.891128,4.390067
21004F572,senior,2,+1 supermarket within 300m,supermarket,12,9,21,50.886514,4.387037
21004F572,senior,3,+1 park within 300m,park,10,9,19,50.891128,4.384008
21004F901,family,1,+1 supermarket within 400m,supermarket,9,85,94,50.893426,4.383826
21004F901,remote,1,+1 coworking space within 550m,coworking,20,63,83,50.895095,4.376454
21004F901,remote,2,+1 supermarket within 400m,supermarket,9,63,72,50.893426,4.383826
21004F901,remote,3,+1 café within 400m,cafe,8,63,71,50.8937,4.386007
21004F901,senior,1,+1 supermarket within 300m,supermarket,12,79,91,50.894318,4.383826
21004F901,senior,2,+1 café within 300m,cafe,5,79,84,50.894524,4.385466
21004F91-,remote,1,+1 coworking space within 550m,coworking,20,71,91,50.890441,4.376449
21004F91-,remote,2,+1 café within 400m,cafe,8,71,79,50.889046,4.386001
21004F91-,senior,1,+1 supermarket within 300m,supermarket,5,85,90,50.889664,4.38382
21004F91-,senior,2,+1 café within 300m,cafe,5,85,90,50.88987,4.38546
21004F91-,senior,3,+1 park within 300m,park,3,85,88,50.894278,4.38079
21004F922,remote,1,+1 coworking space within 550m,coworking,20,67,87,50.891499,4.370544
21004F922,remote,2,+1 café within 400m,cafe,8,67,75,50.890104,4.380095
21004F922,remote,3,+1 library within 550m,library,4,67,71,50.895351,4.385286
21004F922,senior,1,+1 café within 300m,cafe,5,77,82,50.890928,4.379554
21004F922,senior,2,+1 library within 400m,library,4,77,81,50.894873,4.383457
21004F930,family,1,+1 supermarket within 400m,supermarket,9,81,90,50.893107,4.374618
21004F930,family,2,+1 GP / doctor within 400m,gp,4,81,85,50.899244,4.378648
21004F930,remote,1,+1 coworking space within 550m,coworking,20,55,75,50.894776,4.367246
21004F930,remote,2,+1 supermarket within 400m,supermarket,9,55,64,50.893107,4.374618
21004F930,remote,3,+1 café within 400m,cafe,8,55,63,50.893381,4.376799
21004F930,senior,1,+1 GP / doctor within 300m,gp,24,50,74,50.898613,4.377648
21004F930,senior,2,+1 supermarket within 300m,supermarket,12,50,62,50.893999,4.374618
21004F930,senior,3,+1 library within 400m,library,5,50,55,50.89815,4.38016
21004F94-,family,1,+1 school within 400m,school,11,56,67,50.900124,4.38746
21004F94-,family,2,+1 supermarket within 400m,supermarket,10,56,66,50.896529,4.38176
21004F94-,family,3,+1 GP / doctor within 400m,gp,7,56,63,50.902666,4.385791
21004F94-,remote,1,+1 coworking space within 550m,coworking,20,48,68,50.898198,4.374388
21004F94-,remote,2,+1 supermarket within 400m,supermarket,10,48,58,50.896529,4.38176
21004F94-,remote,3,+1 café within 400m,cafe,8,48,56,50.896803,4.383942
21004F94-,senior,1,+1 GP / doctor within 300m,gp,26,31,57,50.902035,4.384791
21004F94-,senior,2,+1 supermarket within 300m,supermarket,12,31,43,50.897421,4.38176
21004F94-,senior,3,+1 local shop within 200m,convenience,6,31,37,50.898977,4.379942
21004F953,family,1,+1 park within 400m,park,11,66,77,50.9003,4.387659
21004F953,family,2,+1 supermarket within 400m,supermarket,10,66,76,50.894163,4.391689
21004F953,family,3,+1 playground within 250m,playground,7,66,73,50.899751,4.392998
21004F953,remote,1,+1 coworking space within 550m,coworking,20,46,66,50.895832,4.384318
21004F953,remote,2,+1 supermarket within 400m,supermarket,10,46,56,50.894163,4.391689
21004F953,remote,3,+1 park within 400m,park,10,46,56,50.9003,4.387659
21004F953,senior,1,+1 GP / doctor within 300m,gp,19,47,66,50.899669,4.394719
21004F953,senior,2,+1 supermarket within 300m,supermarket,12,47,59,50.895055,4.391689
21004F953,senior,3,+1 park within 300m,park,10,47,57,50.899669,4.388659
21004F970,family,1,+1 school within 400m,school,15,24,39,50.905055,4.410335
21004F970,family,2,+1 childcare centre within 400m,childcare,10,24,34,50.902513,4.408666
21004F970,family,3,+1 supermarket within 400m,supermarket,10,24,34,50.90146,4.404635
21004F970,remote,1,+1 coworking space within 550m,coworking,20,27,47,50.903129,4.397262
21004F970,remote,2,+1 supermarket within 400m,supermarket,10,27,37,50.90146,4.404635
21004F970,remote,3,+1 café within 400m,cafe,8,27,35,50.901734,4.406816
21004F970,senior,1,+1 GP / doctor within 300m,gp,27,22,49,50.906966,4.407666
21004F970,senior,2,+1 supermarket within 300m,supermarket,12,22,34,50.902352,4.404635
21004F970,senior,3,+1 park within 300m,park,8,22,30,50.906966,4.401604
21004F994,family,1,+1 supermarket within 400m,supermarket,10,53,63,50.897245,4.391437
21004F994,family,2,+1 GP / doctor within 400m,gp,8,53,61,50.903381,4.395468
21004F994,family,3,+1 school within 400m,school,7,53,60,50.90084,4.397137
21004F994,remote,1,+1 coworking space within 550m,coworking,20,44,64,50.898914,4.384065
21004F994,remote,2,+1 supermarket within 400m,supermarket,10,44,54,50.897245,4.391437
21004F994,remote,3,+1 café within 400m,cafe,8,44,52,50.897519,4.393619
21004F994,senior,1,+1 GP / doctor within 300m,gp,27,29,56,50.902751,4.394468
21004F994,senior,2,+1 transit stop within 250m,transit,15,29,44,50.90084,4.388009
21004F994,senior,3,+1 supermarket within 300m,supermarket,12,29,41,50.898137,4.391437
21004F9MJ,family,1,+1 school within 400m,school,15,27,42,50.906851,4.401326
21004F9MJ,family,2,+1 supermarket within 400m,supermarket,10,27,37,50.903256,4.395625
21004F9MJ,family,3,+1 GP / doctor within 400m,gp,9,27,36,50.909393,4.399656
21004F9MJ,remote,1,+1 coworking space within 550m,coworking,20,24,44,50.904925,4.388252
21004F9MJ,remote,2,+1 supermarket within 400m,supermarket,10,24,34,50.903256,4.395625
21004F9MJ,remote,3,+1 transit stop within 300m,transit,8,24,32,50.906851,4.391065
21004F9MJ,senior,1,+1 GP / doctor within 300m,gp,27,17,44,50.908762,4.398656
21004F9MJ,senior,2,+1 transit stop within 250m,transit,16,17,33,50.906851,4.392196
21004F9MJ,senior,3,+1 supermarket within 300m,supermarket,12,17,29,50.904148,4.395625
21004G30-,family,1,+1 childcare centre within 400m,childcare,10,69,79,50.891561,4.422248
21004G30-,family,2,+1 supermarket within 400m,supermarket,9,69,78,50.890508,4.418218
21004G30-,family,3,+1 GP / doctor within 400m,gp,9,69,78,50.896645,4.422248
21004G30-,remote,1,+1 coworking space within 550m,coworking,20,65,85,50.892177,4.410847
21004G30-,remote,2,+1 supermarket within 400m,supermarket,9,65,74,50.890508,4.418218
21004G30-,remote,3,+1 GP / doctor within 400m,gp,5,65,70,50.896645,4.422248
21004G30-,senior,1,+1 GP / doctor within 300m,gp,27,50,77,50.896014,4.421248
21004G30-,senior,2,+1 supermarket within 300m,supermarket,12,50,62,50.8914,4.418218
21004G30-,senior,3,+1 hospital within 0m,hospital,8,50,58,50.894103,4.418218
21004G310,family,1,+1 park within 400m,park,11,41,52,50.889054,4.407724
21004G310,family,2,+1 childcare centre within 400m,childcare,10,41,51,50.883971,4.415782
21004G310,family,3,+1 supermarket within 400m,supermarket,9,41,50,50.882918,4.411753
21004G310,remote,1,+1 coworking space within 550m,coworking,20,43,63,50.884587,4.404383
21004G310,remote,2,+1 park within 400m,park,11,43,54,50.889054,4.407724
21004G310,remote,3,+1 supermarket within 400m,supermarket,9,43,52,50.882918,4.411753
21004G310,senior,1,+1 GP / doctor within 300m,gp,27,34,61,50.888424,4.414782
21004G310,senior,2,+1 supermarket within 300m,supermarket,12,34,46,50.88381,4.411753
21004G310,senior,3,+1 park within 300m,park,10,34,44,50.888424,4.408723
21004G321,family,1,+1 childcare centre within 400m,childcare,10,64,74,50.886144,4.429099
21004G321,family,2,+1 GP / doctor within 400m,gp,9,64,73,50.891227,4.429099
21004G321,family,3,+1 supermarket within 400m,supermarket,4,64,68,50.885091,4.42507
21004G321,remote,1,+1 coworking space within 550m,coworking,20,62,82,50.886759,4.4177
21004G321,remote,2,+1 GP / doctor within 400m,gp,5,62,67,50.891227,4.429099
21004G321,remote,3,+1 supermarket within 400m,supermarket,4,62,66,50.885091,4.42507
21004G321,senior,1,+1 GP / doctor within 300m,gp,27,43,70,50.890596,4.4281
21004G321,senior,2,+1 supermarket within 300m,supermarket,10,43,53,50.885983,4.42507
21004G321,senior,3,+1 hospital within 0m,hospital,8,43,51,50.888685,4.42507
21004G371,family,1,+1 school within 400m,school,15,22,37,50.895794,4.413452
21004G371,family,2,+1 childcare centre within 400m,childcare,10,22,32,50.893252,4.411783
21004G371,family,3,+1 supermarket within 400m,supermarket,10,22,32,50.892199,4.407753
21004G371,remote,1,+1 coworking space within 550m,coworking,20,24,44,50.893868,4.400382
21004G371,remote,2,+1 supermarket within 400m,supermarket,10,24,34,50.892199,4.407753
21004G371,remote,3,+1 café within 400m,cafe,8,24,32,50.892473,4.409934
21004G371,senior,1,+1 GP / doctor within 300m,gp,27,15,42,50.897705,4.410783
21004G371,senior,2,+1 supermarket within 300m,supermarket,12,15,27,50.893091,4.407753
21004G371,senior,3,+1 transit stop within 250m,transit,12,15,27,50.895794,4.404325
21004G3MJ,family,1,+1 school within 400m,school,10,51,61,50.898459,4.429213
21004G3MJ,family,2,+1 childcare centre within 400m,childcare,9,51,60,50.895917,4.427543
21004G3MJ,family,3,+1 GP / doctor within 400m,gp,9,51,60,50.901001,4.427543
21004G3MJ,remote,1,+1 coworking space within 550m,coworking,20,55,75,50.896533,4.416141
21004G3MJ,remote,2,+1 supermarket within 400m,supermarket,8,55,63,50.894865,4.423513
21004G3MJ,remote,3,+1 pharmacy within 400m,pharmacy,6,55,61,50.902054,4.423513
21004G3MJ,senior,1,+1 GP / doctor within 300m,gp,27,35,62,50.90037,4.426543
21004G3MJ,senior,2,+1 supermarket within 300m,supermarket,12,35,47,50.895756,4.423513
21004G3MJ,senior,3,+1 hospital within 0m,hospital,8,35,43,50.898459,4.423513
21004G3NJ,family,1,+1 park within 400m,park,12,40,52,50.88378,4.417478
21004G3NJ,family,2,+1 childcare centre within 400m,childcare,10,40,50,50.878697,4.425535
21004G3NJ,family,3,+1 supermarket within 400m,supermarket,10,40,50,50.877644,4.421507
21004G3NJ,remote,1,+1 coworking space within 550m,coworking,20,26,46,50.879313,4.414138
21004G3NJ,remote,2,+1 park within 400m,park,11,26,37,50.88378,4.417478
21004G3NJ,remote,3,+1 supermarket within 400m,supermarket,10,26,36,50.877644,4.421507
21004G3NJ,senior,1,+1 GP / doctor within 300m,gp,27,23,50,50.88315,4.424536
21004G3NJ,senior,2,+1 supermarket within 300m,supermarket,12,23,35,50.878536,4.421507
21004G3NJ,senior,3,+1 park within 300m,park,10,23,33,50.88315,4.418478
21005A00-,remote,1,+1 coworking space within 550m,coworking,16,81,97,50.834482,4.37719
21005A00-,senior,1,+1 park within 300m,park,5,94,99,50.838319,4.381526
21005A01-,senior,1,+1 park within 300m,park,7,91,98,50.83931,4.387365
21005A02-,senior,1,+1 park within 300m,park,7,93,100,50.836663,4.38838
21005A031,remote,1,+1 coworking space within 550m,coworking,14,86,100,50.833082,4.373716
21005A031,senior,1,+1 hospital within 0m,hospital,3,97,100,50.835008,4.381078
21005A042,senior,1,+1 GP / doctor within 300m,gp,10,82,92,50.833558,4.387238
21005A042,senior,2,+1 park within 300m,park,5,82,87,50.833558,4.381186
21005A082,senior,1,+1 GP / doctor within 300m,gp,16,81,97,50.836747,4.403392
21005A10-,remote,1,+1 coworking space within 550m,coworking,7,93,100,50.828385,4.386824
21005A10-,senior,1,+1 GP / doctor within 300m,gp,14,82,96,50.832222,4.39721
21005A10-,senior,2,+1 hospital within 0m,hospital,4,82,86,50.830311,4.394185
21005A11-,family,1,+1 GP / doctor within 400m,gp,6,88,94,50.833338,4.403749
21005A11-,family,2,+1 playground within 250m,playground,5,88,93,50.832789,4.401032
21005A11-,remote,1,+1 GP / doctor within 400m,gp,3,94,97,50.833338,4.403749
21005A11-,senior,1,+1 GP / doctor within 300m,gp,25,67,92,50.832707,4.402751
21005A11-,senior,2,+1 supermarket within 300m,supermarket,5,67,72,50.828094,4.399725
21005A11-,senior,3,+1 hospital within 0m,hospital,3,67,70,50.830796,4.399725
21005A12-,family,1,+1 GP / doctor within 400m,gp,5,89,94,50.830601,4.391409
21005A12-,family,2,+1 park within 400m,park,5,89,94,50.830601,4.383361
21005A12-,remote,1,+1 coworking space within 550m,coworking,13,80,93,50.826133,4.380024
21005A12-,remote,2,+1 park within 400m,park,5,80,85,50.830601,4.383361
21005A12-,remote,3,+1 GP / doctor within 400m,gp,3,80,83,50.830601,4.391409
21005A12-,senior,1,+1 GP / doctor within 300m,gp,24,62,86,50.82997,4.390411
21005A12-,senior,2,+1 park within 300m,park,8,62,70,50.82997,4.384359
21005A12-,senior,3,+1 café within 300m,cafe,4,62,66,50.825562,4.389022
21005A13-,family,1,+1 playground within 250m,playground,4,96,100,50.833676,4.39061
21005A13-,remote,1,+1 coworking space within 550m,coworking,15,83,98,50.829758,4.381942
21005A15-,family,1,+1 childcare centre within 400m,childcare,8,86,94,50.828712,4.411103
21005A15-,family,2,+1 GP / doctor within 400m,gp,4,86,90,50.833795,4.411103
21005A15-,remote,1,+1 coworking space within 550m,coworking,10,87,97,50.829328,4.399718
21005A15-,remote,2,+1 GP / doctor within 400m,gp,2,87,89,50.833795,4.411103
21005A15-,senior,1,+1 GP / doctor within 300m,gp,22,64,86,50.833165,4.410105
21005A15-,senior,2,+1 hospital within 0m,hospital,4,64,68,50.831253,4.407079
21005A15-,senior,3,+1 local shop within 200m,convenience,3,64,67,50.830107,4.405263
21005A20-,family,1,+1 playground within 250m,playground,5,95,100,50.84189,4.40035
21005A21-,family,1,+1 playground within 250m,playground,8,90,98,50.84101,4.405152
21005A21-,senior,1,+1 park within 300m,park,4,90,94,50.840928,4.400819
21005A21-,senior,2,+1 library within 400m,library,4,90,94,50.840465,4.409381
21005A22-,remote,1,+1 library within 550m,library,4,95,99,50.844741,4.405589
21005A22-,senior,1,+1 library within 400m,library,4,95,99,50.844263,4.403762
21005A29-,family,1,+1 playground within 250m,playground,4,95,99,50.841957,4.396936
21005A29-,senior,1,+1 hospital within 0m,hospital,3,90,93,50.839964,4.395629
21005A29-,senior,2,+1 library within 400m,library,2,90,92,50.841412,4.401165
21005A311,family,1,+1 playground within 250m,playground,4,91,95,50.828081,4.396028
21005A311,senior,1,+1 hospital within 0m,hospital,6,92,98,50.826088,4.394722
21005A322,family,1,+1 school within 400m,school,9,68,77,50.823527,4.394546
21005A322,family,2,+1 playground within 250m,playground,8,68,76,50.82552,4.390162
21005A322,family,3,+1 GP / doctor within 400m,gp,7,68,75,50.826069,4.392879
21005A322,remote,1,+1 GP / doctor within 400m,gp,4,88,92,50.826069,4.392879
21005A322,senior,1,+1 GP / doctor within 300m,gp,26,65,91,50.825438,4.391881
21005A322,senior,2,+1 hospital within 0m,hospital,6,65,71,50.823527,4.388856
21005A33-,family,1,+1 playground within 250m,playground,6,87,93,50.829572,4.403594
21005A33-,senior,1,+1 supermarket within 300m,supermarket,8,81,89,50.824877,4.402288
21005A33-,senior,2,+1 hospital within 0m,hospital,5,81,86,50.827579,4.402288
21006A001,remote,1,+1 coworking space within 550m,coworking,20,79,99,50.87564,4.393178
21006A001,senior,1,+1 hospital within 0m,hospital,3,94,97,50.877565,4.400547
21006A001,senior,2,+1 library within 400m,library,2,94,96,50.879013,4.406087
21006A011,remote,1,+1 coworking space within 550m,coworking,20,75,95,50.872264,4.389363
21006A011,senior,1,+1 transit stop within 250m,transit,8,75,83,50.87419,4.393305
21006A011,senior,2,+1 park within 300m,park,6,75,81,50.876101,4.393703
21006A011,senior,3,+1 supermarket within 300m,supermarket,5,75,80,50.871487,4.396731
21006A02-,family,1,+1 supermarket within 400m,supermarket,5,88,93,50.874395,4.395194
21006A02-,family,2,+1 childcare centre within 400m,childcare,4,88,92,50.875448,4.399222
21006A02-,remote,1,+1 coworking space within 550m,coworking,20,71,91,50.876064,4.387825
21006A02-,remote,2,+1 supermarket within 400m,supermarket,5,71,76,50.874395,4.395194
21006A02-,remote,3,+1 library within 550m,library,4,71,75,50.879915,4.402562
21006A02-,senior,1,+1 supermarket within 300m,supermarket,10,77,87,50.875287,4.395194
21006A02-,senior,2,+1 hospital within 0m,hospital,5,77,82,50.87799,4.395194
