sector_id,scenario,rank,title,category,score_delta,from_score,to_score,suggested_lat,suggested_lng
21009A21-,senior,1,+1 hospital within 0m,hospital,4,88,92,50.819049,4.389871
21009A21-,senior,2,+1 library within 400m,library,3,88,91,50.820497,4.395404
21009A23-,family,1,+1 playground within 250m,playground,8,83,91,50.819295,4.379786
21009A23-,family,2,+1 childcare centre within 400m,childcare,5,83,88,50.814761,4.382503
21009A23-,family,3,+1 GP / doctor within 400m,gp,4,83,87,50.819844,4.382503
21009A23-,remote,1,+1 GP / doctor within 400m,gp,2,94,96,50.819844,4.382503
21009A23-,senior,1,+1 GP / doctor within 300m,gp,22,74,96,50.819213,4.381504
21009A29-,family,1,+1 school within 400m,school,11,59,70,50.815387,4.398736
21009A29-,family,2,+1 childcare centre within 400m,childcare,10,59,69,50.812845,4.39707
21009A29-,family,3,+1 park within 400m,park,9,59,68,50.817929,4.389024
21009A29-,remote,1,+1 park within 400m,park,8,84,92,50.817929,4.389024
21009A29-,remote,2,+1 library within 550m,library,4,84,88,50.817313,4.400406
21009A29-,senior,1,+1 GP / doctor within 300m,gp,14,61,75,50.817298,4.396072
21009A29-,senior,2,+1 park within 300m,park,9,61,70,50.817298,4.390022
21009A29-,senior,3,+1 hospital within 0m,hospital,5,61,66,50.815387,4.393047
21009A2MJ,family,1,+1 playground within 250m,playground,8,80,88,50.822838,4.398164
21009A2MJ,family,2,+1 pharmacy within 400m,pharmacy,5,80,85,50.82444,4.396858
21009A2MJ,family,3,+1 supermarket within 400m,supermarket,3,80,83,50.817251,4.396858
21009A2MJ,remote,1,+1 pharmacy within 400m,pharmacy,5,87,92,50.82444,4.396858
21009A2MJ,remote,2,+1 supermarket within 400m,supermarket,3,87,90,50.817251,4.396858
21009A2MJ,senior,1,+1 GP / doctor within 300m,gp,18,58,76,50.822757,4.399883
21009A2MJ,senior,2,+1 supermarket within 300m,supermarket,9,58,67,50.818143,4.396858
21009A2MJ,senior,3,+1 local shop within 200m,convenience,5,58,63,50.819699,4.395043
21009A301,family,1,+1 childcare centre within 400m,childcare,8,88,96,50.805144,4.394002
21009A301,remote,1,+1 coworking space within 550m,coworking,19,73,92,50.80576,4.382622
21009A301,remote,2,+1 café within 400m,cafe,7,73,80,50.804364,4.392157
21009A301,senior,1,+1 hospital within 0m,hospital,7,81,88,50.807685,4.38998
21009A301,senior,2,+1 café within 300m,cafe,5,81,86,50.805188,4.391617
21009A301,senior,3,+1 library within 400m,library,3,81,84,50.809133,4.395512
21009A311,family,1,+1 childcare centre within 400m,childcare,9,85,94,50.80655,4.397765
21009A311,remote,1,+1 coworking space within 550m,coworking,14,80,94,50.807166,4.386385
21009A311,remote,2,+1 café within 400m,cafe,4,80,84,50.80577,4.39592
21009A311,senior,1,+1 hospital within 0m,hospital,7,79,86,50.809091,4.393743
21009A311,senior,2,+1 café within 300m,cafe,5,79,84,50.806594,4.39538
21009A311,senior,3,+1 library within 400m,library,3,79,82,50.810539,4.399275
21009A33-,family,1,+1 childcare centre within 400m,childcare,4,93,97,50.808053,4.393293
21009A33-,remote,1,+1 coworking space within 550m,coworking,10,86,96,50.808669,4.381913
21009A33-,remote,2,+1 café within 400m,cafe,4,86,90,50.807274,4.391448
21009A33-,senior,1,+1 hospital within 0m,hospital,6,85,91,50.810595,4.389271
21009A33-,senior,2,+1 café within 300m,cafe,5,85,90,50.808098,4.390907
21009A34-,family,1,+1 childcare centre within 400m,childcare,8,82,90,50.811002,4.398422
21009A34-,family,2,+1 park within 400m,park,5,82,87,50.816086,4.390376
21009A34-,family,3,+1 supermarket within 400m,supermarket,3,82,85,50.80995,4.394399
21009A34-,remote,1,+1 coworking space within 550m,coworking,7,84,91,50.811618,4.387041
21009A34-,remote,2,+1 park within 400m,park,4,84,88,50.816086,4.390376
21009A34-,remote,3,+1 supermarket within 400m,supermarket,3,84,87,50.80995,4.394399
21009A34-,senior,1,+1 supermarket within 300m,supermarket,9,68,77,50.810842,4.394399
21009A34-,senior,2,+1 park within 300m,park,7,68,75,50.815455,4.391374
21009A34-,senior,3,+1 hospital within 0m,hospital,6,68,74,50.813544,4.394399
21009A40-,remote,1,+1 library within 550m,library,8,91,99,50.821742,4.371199
21009A40-,senior,1,+1 GP / doctor within 300m,gp,14,78,92,50.821728,4.366865
21009A40-,senior,2,+1 library within 400m,library,5,78,83,50.821264,4.369373
21009A40-,senior,3,+1 hospital within 0m,hospital,3,78,81,50.819816,4.36384
21009A41-,family,1,+1 playground within 250m,playground,4,91,95,50.819694,4.369648
21009A41-,remote,1,+1 library within 550m,library,6,90,96,50.819628,4.375701
21009A41-,senior,1,+1 GP / doctor within 300m,gp,18,71,89,50.819613,4.371367
21009A41-,senior,2,+1 library within 400m,library,5,71,76,50.81915,4.373875
21009A41-,senior,3,+1 park within 300m,park,4,71,75,50.819613,4.365317
21009A42-,remote,1,+1 library within 550m,library,8,90,98,50.819633,4.368209
21009A42-,senior,1,+1 library within 400m,library,5,86,91,50.819155,4.366384
21009A42-,senior,2,+1 hospital within 0m,hospital,3,86,89,50.817707,4.36085
21009A43-,family,1,+1 park within 400m,park,7,89,96,50.82258,4.351918
21009A43-,remote,1,+1 coworking space within 550m,coworking,10,76,86,50.818112,4.348582
21009A43-,remote,2,+1 park within 400m,park,7,76,83,50.82258,4.351918
21009A43-,remote,3,+1 library within 550m,library,6,76,82,50.821964,4.363301
21009A43-,senior,1,+1 GP / doctor within 300m,gp,9,76,85,50.821949,4.358967
21009A43-,senior,2,+1 park within 300m,park,9,76,85,50.821949,4.352917
21009A43-,senior,3,+1 library within 400m,library,5,76,81,50.821486,4.361475
21009A44-,family,1,+1 playground within 250m,playground,6,86,92,50.824147,4.359739
21009A44-,family,2,+1 GP / doctor within 400m,gp,3,86,89,50.824696,4.362456
21009A44-,remote,1,+1 library within 550m,library,7,84,91,50.82408,4.365792
21009A44-,remote,2,+1 GP / doctor within 400m,gp,2,84,86,50.824696,4.362456
21009A44-,senior,1,+1 GP / doctor within 300m,gp,21,62,83,50.824065,4.361458
21009A44-,senior,2,+1 hospital within 0m,hospital,5,62,67,50.822154,4.358432
21009A44-,senior,3,+1 library within 400m,library,5,62,67,50.823602,4.363966
21009A451,family,1,+1 playground within 250m,playground,6,90,96,50.825668,4.364567
21009A451,remote,1,+1 library within 550m,library,6,90,96,50.825601,4.370621
21009A451,senior,1,+1 library within 400m,library,5,80,85,50.825123,4.368795
21009A451,senior,2,+1 park within 300m,park,4,80,84,50.825586,4.360236
21009A501,family,1,+1 playground within 250m,playground,7,91,98,50.84114,4.372254
21009A501,remote,1,+1 library within 550m,library,4,93,97,50.841073,4.37831
21009A501,senior,1,+1 library within 400m,library,4,92,96,50.840596,4.376483
21009A512,family,1,+1 playground within 250m,playground,4,91,95,50.838903,4.376366
21009A512,remote,1,+1 library within 550m,library,3,91,94,50.838836,4.382422
21009A512,senior,1,+1 supermarket within 300m,supermarket,9,78,87,50.834208,4.37506
21009A512,senior,2,+1 library within 400m,library,4,78,82,50.838358,4.380595
21009A52-,family,1,+1 playground within 250m,playground,5,90,95,50.835486,4.379703
21009A52-,senior,1,+1 park within 300m,park,7,88,95,50.835404,4.37537
21009A52-,senior,2,+1 hospital within 0m,hospital,3,88,91,50.833493,4.378396
21009A52-,senior,3,+1 library within 400m,library,2,88,90,50.834941,4.383931
21009A53-,family,1,+1 playground within 250m,playground,5,94,99,50.838911,4.370403
21009A53-,senior,1,+1 library within 400m,library,3,95,98,50.838366,4.374631
21009A542,family,1,+1 playground within 250m,playground,8,83,91,50.837285,4.359342
21009A542,family,2,+1 childcare centre within 400m,childcare,6,83,89,50.832751,4.36206
21009A542,remote,1,+1 library within 550m,library,3,93,96,50.837218,4.365397
21009A542,senior,1,+1 hospital within 0m,hospital,6,90,96,50.835292,4.358035
21009A542,senior,2,+1 library within 400m,library,4,90,94,50.83674,4.36357
21009A552,family,1,+1 playground within 250m,playground,5,93,98,50.83931,4.363825
21009A552,senior,1,+1 park within 300m,park,5,91,96,50.839229,4.359492
21009A552,senior,2,+1 library within 400m,library,2,91,93,50.838766,4.368053
21009A593,family,1,+1 supermarket within 400m,supermarket,3,93,96,50.834963,4.374134
21009A593,remote,1,+1 library within 550m,library,5,91,96,50.840483,4.381496
21009A593,remote,2,+1 supermarket within 400m,supermarket,3,91,94,50.834963,4.374134
21009A593,senior,1,+1 supermarket within 300m,supermarket,9,84,93,50.835855,4.374134
21009A593,senior,2,+1 library within 400m,library,5,84,89,50.840005,4.379669
21009A602,senior,1,+1 library within 400m,library,2,93,95,50.828059,4.379442
21009A612,family,1,+1 supermarket within 400m,supermarket,3,89,92,50.824313,4.378294
21009A612,family,2,+1 pharmacy within 400m,pharmacy,2,89,91,50.831502,4.378294
21009A612,remote,1,+1 supermarket within 400m,supermarket,3,89,92,50.824313,4.378294
21009A612,remote,2,+1 library within 550m,library,3,89,92,50.829834,4.385655
21009A612,remote,3,+1 pharmacy within 400m,pharmacy,2,89,91,50.831502,4.378294
21009A612,senior,1,+1 supermarket within 300m,supermarket,9,65,74,50.825205,4.378294
21009A612,senior,2,+1 GP / doctor within 300m,gp,9,65,74,50.829819,4.38132
21009A612,senior,3,+1 transit stop within 250m,transit,7,65,72,50.827908,4.374871
21009A623,remote,1,+1 library within 550m,library,5,93,98,50.823082,4.382762
21009A623,senior,1,+1 GP / doctor within 300m,gp,10,77,87,50.823068,4.378428
21009A623,senior,2,+1 supermarket within 300m,supermarket,5,77,82,50.818454,4.375403
21009A623,senior,3,+1 library within 400m,library,5,77,82,50.822605,4.380936
21009A63-,family,1,+1 supermarket within 400m,supermarket,4,91,95,50.819779,4.376537
21009A63-,family,2,+1 playground within 250m,playground,3,91,94,50.825366,4.377844
21009A63-,remote,1,+1 library within 550m,library,7,86,93,50.825299,4.383897
21009A63-,remote,2,+1 supermarket within 400m,supermarket,4,86,90,50.819779,4.376537
21009A63-,senior,1,+1 supermarket within 300m,supermarket,9,85,94,50.820671,4.376537
21009A63-,senior,2,+1 library within 400m,library,5,85,90,50.824821,4.382071
21009A652,remote,1,+1 library within 550m,library,3,97,100,50.827435,4.387207
21009A652,senior,1,+1 library within 400m,library,4,92,96,50.826957,4.385381
21009A712,family,1,+1 park within 400m,park,8,82,90,50.826776,4.355159
21009A712,remote,1,+1 park within 400m,park,8,82,90,50.826776,4.355159
21009A712,remote,2,+1 library within 550m,library,7,82,89,50.82616,4.366543
21009A712,senior,1,+1 GP / doctor within 300m,gp,16,67,83,50.826145,4.362208
21009A712,senior,2,+1 park within 300m,park,9,67,76,50.826145,4.356157
21009A712,senior,3,+1 library within 400m,library,5,67,72,50.825682,4.364717
21009A72-,family,1,+1 park within 400m,park,12,77,89,50.830198,4.355399
21009A72-,family,2,+1 childcare centre within 400m,childcare,9,77,86,50.825115,4.363447
21009A72-,remote,1,+1 park within 400m,park,12,84,96,50.830198,4.355399
21009A72-,senior,1,+1 park within 300m,park,10,84,94,50.829567,4.356398
21009A72-,senior,2,+1 hospital within 0m,hospital,4,84,88,50.827656,4.359423
21009A72-,senior,3,+1 library within 400m,library,3,84,87,50.829104,4.364958
21009A73-,family,1,+1 park within 400m,park,12,73,85,50.818872,4.349096
21009A73-,family,2,+1 playground within 250m,playground,5,73,78,50.818323,4.354425
21009A73-,remote,1,+1 coworking space within 550m,coworking,18,58,76,50.814404,4.34576
21009A73-,remote,2,+1 park within 400m,park,11,58,69,50.818872,4.349096
21009A73-,remote,3,+1 library within 550m,library,8,58,66,50.818256,4.360478
21009A73-,senior,1,+1 GP / doctor within 300m,gp,10,64,74,50.818241,4.356144
21009A73-,senior,2,+1 park within 300m,park,10,64,74,50.818241,4.350094
21009A73-,senior,3,+1 supermarket within 300m,supermarket,8,64,72,50.813627,4.353119
21009A802,family,1,+1 childcare centre within 400m,childcare,10,75,85,50.803323,4.39428
21009A802,family,2,+1 playground within 250m,playground,4,75,79,50.807858,4.391564
21009A802,remote,1,+1 coworking space within 550m,coworking,20,58,78,50.803939,4.382901
21009A802,remote,2,+1 café within 400m,cafe,8,58,66,50.802544,4.392434
21009A802,remote,3,+1 library within 550m,library,7,58,65,50.807791,4.397615
21009A802,senior,1,+1 GP / doctor within 300m,gp,10,56,66,50.807776,4.393282
21009A802,senior,2,+1 transit stop within 250m,transit,7,56,63,50.805865,4.386836
21009A802,senior,3,+1 local shop within 200m,convenience,6,56,62,50.804719,4.388443
21009A812,family,1,+1 childcare centre within 400m,childcare,10,56,66,50.804755,4.399056
21009A812,family,2,+1 transit stop within 300m,transit,7,56,63,50.807296,4.390483
21009A812,family,3,+1 pharmacy within 400m,pharmacy,5,56,61,50.810891,4.395034
21009A812,remote,1,+1 coworking space within 550m,coworking,20,47,67,50.805371,4.387676
21009A812,remote,2,+1 transit stop within 300m,transit,9,47,56,50.807296,4.390483
21009A812,remote,3,+1 café within 400m,cafe,8,47,55,50.803976,4.39721
21009A812,senior,1,+1 GP / doctor within 300m,gp,23,32,55,50.809208,4.398058
21009A812,senior,2,+1 transit stop within 250m,transit,16,32,48,50.807296,4.391612
21009A812,senior,3,+1 hospital within 0m,hospital,7,32,39,50.807296,4.395034
21009A82-,family,1,+1 childcare centre within 400m,childcare,10,71,81,50.801259,4.396217
21009A82-,family,2,+1 pharmacy within 400m,pharmacy,4,71,75,50.807395,4.392195
21009A82-,family,3,+1 playground within 250m,playground,4,71,75,50.805793,4.393501
21009A82-,remote,1,+1 coworking space within 550m,coworking,20,55,75,50.801875,4.384838
21009A82-,remote,2,+1 café within 400m,cafe,8,55,63,50.80048,4.394371
21009A82-,remote,3,+1 library within 550m,library,7,55,62,50.805726,4.399552
21009A82-,senior,1,+1 GP / doctor within 300m,gp,21,53,74,50.805712,4.395219
21009A82-,senior,2,+1 local shop within 200m,convenience,6,53,59,50.802654,4.39038
21009A82-,senior,3,+1 hospital within 0m,hospital,5,53,58,50.803801,4.392195
21009A83-,family,1,+1 childcare centre within 400m,childcare,3,91,94,50.801013,4.39963
21009A83-,remote,1,+1 coworking space within 550m,coworking,20,68,88,50.801629,4.388252
21009A83-,remote,2,+1 library within 550m,library,6,68,74,50.805481,4.402965
21009A83-,remote,3,+1 café within 400m,cafe,4,68,72,50.800234,4.397785
21009A83-,senior,1,+1 supermarket within 300m,supermarket,8,75,83,50.800852,4.395608
21009A83-,senior,2,+1 library within 400m,library,5,75,80,50.805003,4.40114
21009A83-,senior,3,+1 café within 300m,cafe,4,75,79,50.801058,4.397245
21009A90-,remote,1,+1 library within 550m,library,6,92,98,50.822652,4.388066
21009A90-,senior,1,+1 library within 400m,library,5,85,90,50.822174,4.38624
21009A911,family,1,+1 playground within 250m,playground,7,86,93,50.82481,4.385371
21009A911,family,2,+1 GP / doctor within 400m,gp,5,86,91,50.825359,4.388088
21009A911,remote,1,+1 GP / doctor within 400m,gp,3,87,90,50.825359,4.388088
21009A911,remote,2,+1 library within 550m,library,3,87,90,50.824743,4.391424
21009A911,senior,1,+1 GP / doctor within 300m,gp,24,66,90,50.824729,4.387089
21009A911,senior,2,+1 library within 400m,library,4,66,70,50.824266,4.389598
21009A911,senior,3,+1 hospital within 0m,hospital,3,66,69,50.822818,4.384064
21009A922,family,1,+1 playground within 250m,playground,8,78,86,50.825061,4.38812
21009A922,family,2,+1 GP / doctor within 400m,gp,7,78,85,50.82561,4.390837
21009A922,family,3,+1 childcare centre within 400m,childcare,4,78,82,50.820526,4.390837
21009A922,remote,1,+1 coworking space within 550m,coworking,8,82,90,50.821142,4.379453
21009A922,remote,2,+1 GP / doctor within 400m,gp,4,82,86,50.82561,4.390837
21009A922,senior,1,+1 GP / doctor within 300m,gp,27,61,88,50.824979,4.389838
21009A922,senior,2,+1 supermarket within 300m,supermarket,5,61,66,50.820366,4.386813
21009A922,senior,3,+1 hospital within 0m,hospital,4,61,65,50.823068,4.386813
21010A00-,remote,1,+1 coworking space within 550m,coworking,20,79,99,50.876526,4.318541
21010A00-,senior,1,+1 transit stop within 250m,transit,8,85,93,50.878451,4.322482
21010A01-,remote,1,+1 coworking space within 550m,coworking,20,79,99,50.876459,4.328917
21010A01-,senior,1,+1 library within 400m,library,2,94,96,50.879832,4.341826
21010A01-,senior,2,+1 café within 300m,cafe,2,94,96,50.875888,4.337925
21010A02-,family,1,+1 playground within 250m,playground,5,91,96,50.875585,4.331766
21010A02-,remote,1,+1 coworking space within 550m,coworking,20,73,93,50.871666,4.323091
21010A02-,remote,2,+1 library within 550m,library,4,73,77,50.875518,4.337826
21010A02-,senior,1,+1 library within 400m,library,5,89,94,50.87504,4.335998
21010A02-,senior,2,+1 park within 300m,park,3,89,92,50.875503,4.32743
21010A03-,family,1,+1 playground within 250m,playground,6,92,98,50.876474,4.327149
21010A03-,remote,1,+1 coworking space within 550m,coworking,20,74,94,50.872555,4.318473
21010A03-,senior,1,+1 park within 300m,park,3,91,94,50.876392,4.322813
21010A03-,senior,2,+1 library within 400m,library,3,91,94,50.875929,4.331381
21010A04-,remote,1,+1 coworking space within 550m,coworking,14,84,98,50.870421,4.329547
21010A04-,senior,1,+1 library within 400m,library,4,94,98,50.873795,4.342454
21010A05-,remote,1,+1 coworking space within 550m,coworking,16,79,95,50.867028,4.32489
21010A05-,remote,2,+1 library within 550m,library,5,79,84,50.870879,4.339624
21010A05-,senior,1,+1 library within 400m,library,5,94,99,50.870402,4.337796
21010A092,family,1,+1 supermarket within 400m,supermarket,5,90,95,50.877796,4.333513
21010A092,family,2,+1 childcare centre within 400m,childcare,4,90,94,50.878849,4.337542
21010A092,remote,1,+1 coworking space within 550m,coworking,20,75,95,50.879465,4.326144
21010A092,remote,2,+1 supermarket within 400m,supermarket,5,75,80,50.877796,4.333513
21010A092,senior,1,+1 supermarket within 300m,supermarket,11,84,95,50.878688,4.333513
21010A092,senior,2,+1 café within 300m,cafe,3,84,87,50.878893,4.335152
21010A10-,family,1,+1 playground within 250m,playground,4,88,92,50.88663,4.320772
21010A10-,family,2,+1 pharmacy within 400m,pharmacy,3,88,91,50.888232,4.319463
21010A10-,remote,1,+1 coworking space within 550m,coworking,20,63,83,50.882711,4.312094
21010A10-,remote,2,+1 café within 400m,cafe,7,63,70,50.881316,4.321644
21010A10-,remote,3,+1 library within 550m,library,5,63,68,50.886563,4.326833
21010A10-,senior,1,+1 library within 400m,library,5,86,91,50.886085,4.325005
21010A10-,senior,2,+1 café within 300m,cafe,5,86,91,50.88214,4.321103
21010A111,remote,1,+1 coworking space within 550m,coworking,20,67,87,50.888305,4.310892
21010A111,remote,2,+1 café within 400m,cafe,6,67,73,50.88691,4.320444
21010A111,remote,3,+1 library within 550m,library,5,67,72,50.892156,4.325633
21010A111,senior,1,+1 local shop within 200m,convenience,6,71,77,50.889084,4.316445
21010A111,senior,2,+1 hospital within 0m,hospital,5,71,76,50.89023,4.318263
21010A111,senior,3,+1 library within 400m,library,5,71,76,50.891678,4.323805
21010A121,family,1,+1 pharmacy within 400m,pharmacy,6,86,92,50.887879,4.323631
21010A121,remote,1,+1 coworking space within 550m,coworking,20,63,83,50.882358,4.316261
21010A121,remote,2,+1 pharmacy within 400m,pharmacy,5,63,68,50.887879,4.323631
21010A121,remote,3,+1 café within 400m,cafe,5,63,68,50.880963,4.325811
21010A121,senior,1,+1 supermarket within 300m,supermarket,5,80,85,50.881581,4.323631
21010A121,senior,2,+1 hospital within 0m,hospital,5,80,85,50.884284,4.323631
21010A121,senior,3,+1 library within 400m,library,5,80,85,50.885732,4.329172
21010A13-,family,1,+1 GP / doctor within 400m,gp,8,89,97,50.894241,4.328022
21010A13-,remote,1,+1 coworking space within 550m,coworking,20,74,94,50.889773,4.316622
21010A13-,remote,2,+1 GP / doctor within 400m,gp,5,74,79,50.894241,4.328022
21010A13-,senior,1,+1 GP / doctor within 300m,gp,27,70,97,50.89361,4.327022
21010A13-,senior,2,+1 hospital within 0m,hospital,3,70,73,50.891699,4.323993
21010A141,family,1,+1 childcare centre within 400m,childcare,5,90,95,50.881678,4.33901
21010A141,family,2,+1 playground within 250m,playground,4,90,94,50.886212,4.336289
21010A141,remote,1,+1 coworking space within 550m,coworking,20,75,95,50.882294,4.327611
21010A141,remote,2,+1 library within 550m,library,3,75,78,50.886145,4.34235
21010A141,senior,1,+1 library within 400m,library,4,88,92,50.885667,4.340522
21010A141,senior,2,+1 café within 300m,cafe,3,88,91,50.881722,4.33662
21010A182,family,1,+1 supermarket within 400m,supermarket,6,81,87,50.883728,4.324974
21010A182,family,2,+1 pharmacy within 400m,pharmacy,5,81,86,50.890917,4.324974
21010A182,remote,1,+1 coworking space within 550m,coworking,20,60,80,50.885397,4.317604
21010A182,remote,2,+1 supermarket within 400m,supermarket,6,60,66,50.883728,4.324974
21010A182,remote,3,+1 pharmacy within 400m,pharmacy,5,60,65,50.890917,4.324974
21010A182,senior,1,+1 GP / doctor within 300m,gp,14,50,64,50.889234,4.328003
21010A182,senior,2,+1 supermarket within 300m,supermarket,11,50,61,50.88462,4.324974
21010A182,senior,3,+1 transit stop within 250m,transit,9,50,59,50.887323,4.321546
21010A1AJ,family,1,+1 playground within 250m,playground,5,83,88,50.889341,4.314799
21010A1AJ,remote,1,+1 coworking space within 550m,coworking,20,56,76,50.885422,4.30612
21010A1AJ,remote,2,+1 café within 400m,cafe,8,56,64,50.884027,4.315671
21010A1AJ,remote,3,+1 library within 550m,library,8,56,64,50.889274,4.32086
21010A1AJ,senior,1,+1 GP / doctor within 300m,gp,14,56,70,50.889259,4.31652
21010A1AJ,senior,2,+1 park within 300m,park,6,56,62,50.889259,4.310461
21010A1AJ,senior,3,+1 local shop within 200m,convenience,5,56,61,50.886201,4.311673
21010A21-,remote,1,+1 coworking space within 550m,coworking,20,74,94,50.867674,4.31751
21010A21-,remote,2,+1 library within 550m,library,6,74,80,50.871526,4.332245
21010A21-,senior,1,+1 hospital within 0m,hospital,5,84,89,50.8696,4.324877
21010A21-,senior,2,+1 library within 400m,library,5,84,89,50.871048,4.330417
21010A312,family,1,+1 supermarket within 400m,supermarket,4,92,96,50.877641,4.322517
21010A312,remote,1,+1 coworking space within 550m,coworking,20,74,94,50.879309,4.315148
21010A312,remote,2,+1 supermarket within 400m,supermarket,4,74,78,50.877641,4.322517
21010A312,senior,1,+1 GP / doctor within 300m,gp,16,69,85,50.883146,4.325546
21010A312,senior,2,+1 supermarket within 300m,supermarket,9,69,78,50.878533,4.322517
21010A312,senior,3,+1 hospital within 0m,hospital,3,69,72,50.881235,4.322517
21010A393,family,1,+1 supermarket within 400m,supermarket,8,81,89,50.879777,4.327602
21010A393,family,2,+1 GP / doctor within 400m,gp,7,81,88,50.885913,4.331631
21010A393,remote,1,+1 coworking space within 550m,coworking,20,64,84,50.881445,4.320233
21010A393,remote,2,+1 supermarket within 400m,supermarket,8,64,72,50.879777,4.327602
21010A393,remote,3,+1 GP / doctor within 400m,gp,4,64,68,50.885913,4.331631
21010A393,senior,1,+1 GP / doctor within 300m,gp,26,46,72,50.885282,4.330631
21010A393,senior,2,+1 supermarket within 300m,supermarket,12,46,58,50.880668,4.327602
21010A393,senior,3,+1 hospital within 0m,hospital,4,46,50,50.883371,4.327602
21010A493,family,1,+1 childcare centre within 400m,childcare,10,45,55,50.882403,4.307459
21010A493,family,2,+1 supermarket within 400m,supermarket,10,45,55,50.88135,4.30343
21010A493,family,3,+1 GP / doctor within 400m,gp,9,45,54,50.887487,4.307459
21010A493,remote,1,+1 coworking space within 550m,coworking,20,27,47,50.883019,4.296061
21010A493,remote,2,+1 transit stop within 300m,transit,12,27,39,50.884945,4.298872
21010A493,remote,3,+1 supermarket within 400m,supermarket,10,27,37,50.88135,4.30343
21010A493,senior,1,+1 GP / doctor within 300m,gp,27,21,48,50.886856,4.306459
21010A493,senior,2,+1 transit stop within 250m,transit,17,21,38,50.884945,4.300003
21010A493,senior,3,+1 supermarket within 300m,supermarket,12,21,33,50.882242,4.30343
21010A4MJ,family,1,+1 GP / doctor within 400m,gp,9,56,65,50.889942,4.310238
21010A4MJ,family,2,+1 supermarket within 400m,supermarket,8,56,64,50.883806,4.306209
21010A4MJ,family,3,+1 playground within 250m,playground,7,56,63,50.889393,4.307517
21010A4MJ,remote,1,+1 coworking space within 550m,coworking,20,38,58,50.885475,4.298839
21010A4MJ,remote,2,+1 supermarket within 400m,supermarket,8,38,46,50.883806,4.306209
21010A4MJ,remote,3,+1 café within 400m,cafe,8,38,46,50.88408,4.30839
21010A4MJ,senior,1,+1 GP / doctor within 300m,gp,27,32,59,50.889312,4.309238
21010A4MJ,senior,2,+1 supermarket within 300m,supermarket,12,32,44,50.884698,4.306209
21010A4MJ,senior,3,+1 local shop within 200m,convenience,6,32,38,50.886254,4.304391
21011A00-,family,1,+1 supermarket within 400m,supermarket,4,93,97,50.857261,4.330163
21011A00-,remote,1,+1 coworking space within 550m,coworking,14,81,95,50.858929,4.322797
21011A00-,remote,2,+1 supermarket within 400m,supermarket,4,81,85,50.857261,4.330163
21011A00-,senior,1,+1 GP / doctor within 300m,gp,16,70,86,50.862766,4.33319
21011A00-,senior,2,+1 supermarket within 300m,supermarket,10,70,80,50.858153,4.330163
21011A00-,senior,3,+1 hospital within 0m,hospital,4,70,74,50.860855,4.330163
21011A01-,family,1,+1 childcare centre within 400m,childcare,6,89,95,50.857053,4.337668
21011A01-,family,2,+1 supermarket within 400m,supermarket,3,89,92,50.856,4.333641
21011A01-,remote,1,+1 supermarket within 400m,supermarket,3,91,94,50.856,4.333641
21011A01-,senior,1,+1 supermarket within 300m,supermarket,9,81,90,50.856892,4.333641
21011A01-,senior,2,+1 park within 300m,park,4,81,85,50.861506,4.330614
21011A02-,family,1,+1 childcare centre within 400m,childcare,4,95,99,50.85524,4.332675
21011A02-,remote,1,+1 coworking space within 550m,coworking,16,84,100,50.855856,4.321283
21011A02-,senior,1,+1 hospital within 0m,hospital,4,93,97,50.857782,4.328648
21011A10-,family,1,+1 supermarket within 400m,supermarket,4,85,89,50.859976,4.316063
21011A10-,family,2,+1 playground within 250m,playground,2,85,87,50.865563,4.317371
21011A10-,remote,1,+1 coworking space within 550m,coworking,12,73,85,50.861645,4.308697
21011A10-,remote,2,+1 café within 400m,cafe,5,73,78,50.86025,4.318243
21011A10-,remote,3,+1 supermarket within 400m,supermarket,4,73,77,50.859976,4.316063
21011A10-,senior,1,+1 GP / doctor within 300m,gp,15,57,72,50.865482,4.319091
21011A10-,senior,2,+1 supermarket within 300m,supermarket,9,57,66,50.860868,4.316063
21011A10-,senior,3,+1 hospital within 0m,hospital,6,57,63,50.863571,4.316063
21011A11-,family,1,+1 park within 400m,park,12,67,79,50.867789,4.309937
21011A11-,family,2,+1 childcare centre within 400m,childcare,9,67,76,50.862706,4.317991
21011A11-,family,3,+1 playground within 250m,playground,5,67,72,50.86724,4.315272
21011A11-,remote,1,+1 coworking space within 550m,coworking,19,59,78,50.863322,4.306597
21011A11-,remote,2,+1 park within 400m,park,11,59,70,50.867789,4.309937
21011A11-,remote,3,+1 café within 400m,cafe,3,59,62,50.861927,4.316143
21011A11-,senior,1,+1 GP / doctor within 300m,gp,22,54,76,50.867159,4.316992
21011A11-,senior,2,+1 park within 300m,park,10,54,64,50.867159,4.310936
21011A11-,senior,3,+1 hospital within 0m,hospital,5,54,59,50.865248,4.313964
21011A12-,family,1,+1 park within 400m,park,12,73,85,50.868353,4.306415
21011A12-,family,2,+1 childcare centre within 400m,childcare,9,73,82,50.863269,4.31447
21011A12-,family,3,+1 playground within 250m,playground,5,73,78,50.867804,4.31175
21011A12-,remote,1,+1 coworking space within 550m,coworking,19,67,86,50.863885,4.303076
21011A12-,remote,2,+1 park within 400m,park,11,67,78,50.868353,4.306415
21011A12-,senior,1,+1 park within 300m,park,10,81,91,50.867722,4.307414
21011A12-,senior,2,+1 library within 400m,library,2,81,83,50.867259,4.315981
