sector_id,scenario,score,percentile,breakdown
21004C62-,family,0.779136,35.4,"{""school"": 0.9806, ""childcare"": 0.0, ""supermarket"": 0.6586, ""pharmacy"": 0.9958, ""convenience"": 0.1012, ""gp"": 1.0, ""hospital"": 0.4424, ""park"": 1.0, ""playground"": 0.8744, ""transit"": 1.0, ""cafe"": 0.1831, ""restaurant"": 1.0, ""library"": 0.2535, ""sport"": 1.0}"
21004C62-,remote,0.60851,23.5,"{""supermarket"": 0.6586, ""pharmacy"": 0.9958, ""convenience"": 0.1012, ""gp"": 1.0, ""park"": 1.0, ""playground"": 0.8744, ""transit"": 1.0, ""cafe"": 0.1831, ""library"": 0.2535, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 0.0}"
21004C62-,senior,0.665456,49.0,"{""supermarket"": 0.2291, ""convenience"": 0.0, ""gp"": 0.9182, ""hospital"": 0.2362, ""park"": 1.0, ""library"": 0.0233, ""transit"": 1.0, ""cafe"": 0.0, ""restaurant"": 1.0, ""sport"": 1.0}"
21004C63-,family,0.661778,17.2,"{""school"": 0.4398, ""childcare"": 0.0513, ""supermarket"": 1.0, ""pharmacy"": 0.4934, ""convenience"": 0.5266, ""gp"": 1.0, ""hospital"": 0.5775, ""park"": 1.0, ""playground"": 0.3264, ""transit"": 0.9959, ""cafe"": 0.3546, ""restaurant"": 1.0, ""library"": 0.0183, ""sport"": 1.0}"
21004C63-,remote,0.592689,21.6,"{""supermarket"": 1.0, ""pharmacy"": 0.4934, ""convenience"": 0.5266, ""gp"": 1.0, ""park"": 1.0, ""playground"": 0.3264, ""transit"": 0.9959, ""cafe"": 0.3546, ""library"": 0.0183, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 0.0}"
21004C63-,senior,0.765229,64.6,"{""supermarket"": 1.0, ""convenience"": 0.037, ""gp"": 1.0, ""hospital"": 0.3785, ""park"": 1.0, ""library"": 0.0, ""transit"": 0.8237, ""cafe"": 0.0539, ""restaurant"": 1.0, ""sport"": 1.0}"
21004C642,family,0.831502,47.6,"{""school"": 1.0, ""childcare"": 0.2283, ""supermarket"": 0.8165, ""pharmacy"": 1.0, ""convenience"": 0.132, ""gp"": 1.0, ""hospital"": 0.3166, ""park"": 0.8559, ""playground"": 1.0, ""transit"": 1.0, ""cafe"": 1.0, ""restaurant"": 1.0, ""library"": 0.5501, ""sport"": 1.0}"
21004C642,remote,0.699438,41.1,"{""supermarket"": 0.8165, ""pharmacy"": 1.0, ""convenience"": 0.132, ""gp"": 1.0, ""park"": 0.8559, ""playground"": 1.0, ""transit"": 1.0, ""cafe"": 1.0, ""library"": 0.5501, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 0.0}"
21004C642,senior,0.681576,52.7,"{""supermarket"": 0.4029, ""convenience"": 0.0107, ""gp"": 1.0, ""hospital"": 0.1308, ""park"": 0.4617, ""library"": 0.1371, ""transit"": 0.999, ""cafe"": 0.5853, ""restaurant"": 1.0, ""sport"": 1.0}"
21004C65-,family,0.683648,20.0,"{""school"": 1.0, ""childcare"": 0.0, ""supermarket"": 1.0, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 0.0, ""hospital"": 0.6053, ""park"": 0.8128, ""playground"": 0.0, ""transit"": 1.0, ""cafe"": 1.0, ""restaurant"": 1.0, ""library"": 0.7857, ""sport"": 1.0}"
21004C65-,remote,0.666646,35.0,"{""supermarket"": 1.0, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 0.0, ""park"": 0.8128, ""playground"": 0.0, ""transit"": 1.0, ""cafe"": 1.0, ""library"": 0.7857, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 0.0}"
21004C65-,senior,0.572819,35.0,"{""supermarket"": 1.0, ""convenience"": 1.0, ""gp"": 0.0, ""hospital"": 0.4118, ""park"": 0.3987, ""library"": 0.3434, ""transit"": 1.0, ""cafe"": 0.6567, ""restaurant"": 1.0, ""sport"": 1.0}"
21004D600,family,0.923582,79.8,"{""school"": 1.0, ""childcare"": 1.0, ""supermarket"": 1.0, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 0.1899, ""hospital"": 0.8851, ""park"": 1.0, ""playground"": 1.0, ""transit"": 1.0, ""cafe"": 1.0, ""restaurant"": 1.0, ""library"": 0.9981, ""sport"": 1.0}"
21004D600,remote,0.859991,72.2,"{""supermarket"": 1.0, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 0.1899, ""park"": 1.0, ""playground"": 1.0, ""transit"": 1.0, ""cafe"": 1.0, ""library"": 0.9981, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 0.5032}"
21004D600,senior,0.681799,52.8,"{""supermarket"": 0.9593, ""convenience"": 0.6209, ""gp"": 0.0138, ""hospital"": 0.8058, ""park"": 1.0, ""library"": 0.8246, ""transit"": 1.0, ""cafe"": 1.0, ""restaurant"": 1.0, ""sport"": 1.0}"
21004D610,family,0.980107,95.2,"{""school"": 1.0, ""childcare"": 0.9014, ""supermarket"": 0.9947, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 0.9412, ""hospital"": 0.8829, ""park"": 1.0, ""playground"": 0.9912, ""transit"": 1.0, ""cafe"": 1.0, ""restaurant"": 1.0, ""library"": 1.0, ""sport"": 1.0}"
21004D610,remote,0.886097,77.1,"{""supermarket"": 0.9947, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 0.9412, ""park"": 1.0, ""playground"": 0.9912, ""transit"": 1.0, ""cafe"": 1.0, ""library"": 1.0, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 0.4496}"
21004D610,senior,0.861712,82.9,"{""supermarket"": 0.8157, ""convenience"": 1.0, ""gp"": 0.6283, ""hospital"": 0.8023, ""park"": 1.0, ""library"": 1.0, ""transit"": 1.0, ""cafe"": 1.0, ""restaurant"": 1.0, ""sport"": 1.0}"
21004D62-,family,0.901478,72.0,"{""school"": 1.0, ""childcare"": 0.9782, ""supermarket"": 1.0, ""pharmacy"": 0.9994, ""convenience"": 1.0, ""gp"": 0.0, ""hospital"": 0.8822, ""park"": 1.0, ""playground"": 0.9654, ""transit"": 1.0, ""cafe"": 1.0, ""restaurant"": 1.0, ""library"": 1.0, ""sport"": 1.0}"
21004D62-,remote,0.834283,68.4,"{""supermarket"": 1.0, ""pharmacy"": 0.9994, ""convenience"": 1.0, ""gp"": 0.0, ""park"": 1.0, ""playground"": 0.9654, ""transit"": 1.0, ""cafe"": 1.0, ""library"": 1.0, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 0.4285}"
21004D62-,senior,0.70949,56.1,"{""supermarket"": 1.0, ""convenience"": 1.0, ""gp"": 0.0, ""hospital"": 0.8011, ""park"": 1.0, ""library"": 0.908, ""transit"": 1.0, ""cafe"": 1.0, ""restaurant"": 1.0, ""sport"": 1.0}"
21004D631,family,0.879294,62.9,"{""school"": 1.0, ""childcare"": 1.0, ""supermarket"": 1.0, ""pharmacy"": 0.8446, ""convenience"": 1.0, ""gp"": 0.0, ""hospital"": 0.7196, ""park"": 0.9993, ""playground"": 0.9966, ""transit"": 1.0, ""cafe"": 1.0, ""restaurant"": 1.0, ""library"": 0.6838, ""sport"": 1.0}"
21004D631,remote,0.899874,79.6,"{""supermarket"": 1.0, ""pharmacy"": 0.8446, ""convenience"": 1.0, ""gp"": 0.0, ""park"": 0.9993, ""playground"": 0.9966, ""transit"": 1.0, ""cafe"": 1.0, ""library"": 0.6838, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 0.9314}"
21004D631,senior,0.634917,44.1,"{""supermarket"": 0.9358, ""convenience"": 1.0, ""gp"": 0.0, ""hospital"": 0.5589, ""park"": 0.8609, ""library"": 0.2363, ""transit"": 1.0, ""cafe"": 1.0, ""restaurant"": 1.0, ""sport"": 1.0}"
21004D64-,family,0.604013,13.6,"{""school"": 0.4018, ""childcare"": 0.3548, ""supermarket"": 1.0, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 0.0394, ""hospital"": 0.498, ""park"": 0.4943, ""playground"": 0.3839, ""transit"": 0.9765, ""cafe"": 1.0, ""restaurant"": 1.0, ""library"": 0.5759, ""sport"": 1.0}"
21004D64-,remote,0.79957,62.9,"{""supermarket"": 1.0, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 0.0394, ""park"": 0.4943, ""playground"": 0.3839, ""transit"": 0.9765, ""cafe"": 1.0, ""library"": 0.5759, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 0.9001}"
21004D64-,senior,0.490792,23.5,"{""supermarket"": 0.949, ""convenience"": 1.0, ""gp"": 0.0, ""hospital"": 0.2914, ""park"": 0.1152, ""library"": 0.1536, ""transit"": 0.7318, ""cafe"": 1.0, ""restaurant"": 1.0, ""sport"": 1.0}"
21004D672,family,0.936449,84.6,"{""school"": 1.0, ""childcare"": 0.9989, ""supermarket"": 1.0, ""pharmacy"": 0.9996, ""convenience"": 1.0, ""gp"": 0.4669, ""hospital"": 0.7535, ""park"": 0.9794, ""playground"": 0.938, ""transit"": 1.0, ""cafe"": 1.0, ""restaurant"": 1.0, ""library"": 1.0, ""sport"": 1.0}"
21004D672,remote,0.940312,88.3,"{""supermarket"": 1.0, ""pharmacy"": 0.9996, ""convenience"": 1.0, ""gp"": 0.4669, ""park"": 0.9794, ""playground"": 0.938, ""transit"": 1.0, ""cafe"": 1.0, ""library"": 1.0, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 0.8618}"
21004D672,senior,0.681027,52.4,"{""supermarket"": 1.0, ""convenience"": 1.0, ""gp"": 0.1006, ""hospital"": 0.6058, ""park"": 0.7418, ""library"": 0.9995, ""transit"": 0.8896, ""cafe"": 1.0, ""restaurant"": 1.0, ""sport"": 1.0}"
21004D6MJ,family,0.428452,5.3,"{""school"": 0.0978, ""childcare"": 0.7086, ""supermarket"": 0.0867, ""pharmacy"": 0.1792, ""convenience"": 0.703, ""gp"": 0.0, ""hospital"": 0.5632, ""park"": 0.9782, ""playground"": 0.0, ""transit"": 1.0, ""cafe"": 1.0, ""restaurant"": 1.0, ""library"": 0.0, ""sport"": 0.0741}"
21004D6MJ,remote,0.432221,8.5,"{""supermarket"": 0.0867, ""pharmacy"": 0.1792, ""convenience"": 0.703, ""gp"": 0.0, ""park"": 0.9782, ""playground"": 0.0, ""transit"": 1.0, ""cafe"": 1.0, ""library"": 0.0, ""restaurant"": 1.0, ""sport"": 0.0741, ""coworking"": 0.0}"
21004D6MJ,senior,0.353356,12.2,"{""supermarket"": 0.0, ""convenience"": 0.2613, ""gp"": 0.0, ""hospital"": 0.3624, ""park"": 0.7377, ""library"": 0.0, ""transit"": 1.0, ""cafe"": 0.7136, ""restaurant"": 0.5846, ""sport"": 0.0}"
21004D6NJ,family,0.569234,11.5,"{""school"": 0.8826, ""childcare"": 0.5336, ""supermarket"": 0.705, ""pharmacy"": 0.0899, ""convenience"": 0.1584, ""gp"": 0.0, ""hospital"": 0.4665, ""park"": 0.5686, ""playground"": 0.4353, ""transit"": 0.9609, ""cafe"": 1.0, ""restaurant"": 1.0, ""library"": 0.0812, ""sport"": 1.0}"
21004D6NJ,remote,0.637217,29.9,"{""supermarket"": 0.705, ""pharmacy"": 0.0899, ""convenience"": 0.1584, ""gp"": 0.0, ""park"": 0.5686, ""playground"": 0.4353, ""transit"": 0.9609, ""cafe"": 1.0, ""library"": 0.0812, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 0.8363}"
21004D6NJ,senior,0.336097,11.1,"{""supermarket"": 0.2723, ""convenience"": 0.0154, ""gp"": 0.0, ""hospital"": 0.2595, ""park"": 0.16, ""library"": 0.0, ""transit"": 0.6808, ""cafe"": 1.0, ""restaurant"": 1.0, ""sport"": 1.0}"
21004E101,family,0.948604,88.6,"{""school"": 1.0, ""childcare"": 1.0, ""supermarket"": 0.877, ""pharmacy"": 0.9659, ""convenience"": 1.0, ""gp"": 0.8592, ""hospital"": 0.6617, ""park"": 1.0, ""playground"": 0.9426, ""transit"": 1.0, ""cafe"": 1.0, ""restaurant"": 1.0, ""library"": 0.7016, ""sport"": 1.0}"
21004E101,remote,0.79418,61.3,"{""supermarket"": 0.877, ""pharmacy"": 0.9659, ""convenience"": 1.0, ""gp"": 0.8592, ""park"": 1.0, ""playground"": 0.9426, ""transit"": 1.0, ""cafe"": 1.0, ""library"": 0.7016, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 0.2104}"
21004E101,senior,0.703007,55.5,"{""supermarket"": 0.4973, ""convenience"": 1.0, ""gp"": 0.4675, ""hospital"": 0.4818, ""park"": 1.0, ""library"": 0.2519, ""transit"": 0.9572, ""cafe"": 0.865, ""restaurant"": 1.0, ""sport"": 1.0}"
21004E112,family,0.873928,60.8,"{""school"": 1.0, ""childcare"": 0.4478, ""supermarket"": 0.5955, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 1.0, ""hospital"": 0.9242, ""park"": 1.0, ""playground"": 0.6485, ""transit"": 1.0, ""cafe"": 1.0, ""restaurant"": 1.0, ""library"": 0.9995, ""sport"": 1.0}"
21004E112,remote,0.763033,55.3,"{""supermarket"": 0.5955, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 1.0, ""park"": 1.0, ""playground"": 0.6485, ""transit"": 1.0, ""cafe"": 1.0, ""library"": 0.9995, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 0.0879}"
21004E112,senior,0.874082,84.0,"{""supermarket"": 0.1791, ""convenience"": 1.0, ""gp"": 1.0, ""hospital"": 0.8699, ""park"": 0.9073, ""library"": 0.8455, ""transit"": 1.0, ""cafe"": 1.0, ""restaurant"": 1.0, ""sport"": 1.0}"
21004E12-,family,0.958301,91.6,"{""school"": 1.0, ""childcare"": 1.0, ""supermarket"": 0.8729, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 1.0, ""hospital"": 0.6433, ""park"": 1.0, ""playground"": 1.0, ""transit"": 0.9995, ""cafe"": 1.0, ""restaurant"": 1.0, ""library"": 0.3921, ""sport"": 1.0}"
21004E12-,remote,0.738593,48.4,"{""supermarket"": 0.8729, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 1.0, ""park"": 1.0, ""playground"": 1.0, ""transit"": 0.9995, ""cafe"": 1.0, ""library"": 0.3921, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 0.0}"
21004E12-,senior,0.840105,77.7,"{""supermarket"": 0.4904, ""convenience"": 1.0, ""gp"": 1.0, ""hospital"": 0.4583, ""park"": 1.0, ""library"": 0.0617, ""transit"": 0.95, ""cafe"": 1.0, ""restaurant"": 1.0, ""sport"": 1.0}"
21004E130,family,0.87549,61.4,"{""school"": 1.0, ""childcare"": 0.3243, ""supermarket"": 1.0, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 1.0, ""hospital"": 0.5414, ""park"": 0.8989, ""playground"": 1.0, ""transit"": 1.0, ""cafe"": 1.0, ""restaurant"": 1.0, ""library"": 0.0663, ""sport"": 1.0}"
21004E130,remote,0.711147,43.2,"{""supermarket"": 1.0, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 1.0, ""park"": 0.8989, ""playground"": 1.0, ""transit"": 1.0, ""cafe"": 1.0, ""library"": 0.0663, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 0.0}"
21004E130,senior,0.850357,79.8,"{""supermarket"": 1.0, ""convenience"": 1.0, ""gp"": 1.0, ""hospital"": 0.3373, ""park"": 0.5378, ""library"": 0.0, ""transit"": 0.9976, ""cafe"": 1.0, ""restaurant"": 1.0, ""sport"": 1.0}"
21004E14-,family,0.750143,29.8,"{""school"": 1.0, ""childcare"": 0.3443, ""supermarket"": 0.024, ""pharmacy"": 0.898, ""convenience"": 1.0, ""gp"": 0.8005, ""hospital"": 0.626, ""park"": 1.0, ""playground"": 0.6858, ""transit"": 0.7723, ""cafe"": 1.0, ""restaurant"": 1.0, ""library"": 0.9517, ""sport"": 1.0}"
21004E14-,remote,0.639252,30.6,"{""supermarket"": 0.024, ""pharmacy"": 0.898, ""convenience"": 1.0, ""gp"": 0.8005, ""park"": 1.0, ""playground"": 0.6858, ""transit"": 0.7723, ""cafe"": 1.0, ""library"": 0.9517, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 0.0}"
21004E14-,senior,0.52696,28.0,"{""supermarket"": 0.0, ""convenience"": 1.0, ""gp"": 0.3814, ""hospital"": 0.4364, ""park"": 1.0, ""library"": 0.6323, ""transit"": 0.3455, ""cafe"": 0.7744, ""restaurant"": 1.0, ""sport"": 1.0}"
21004E180,family,0.085697,0.9,"{""school"": 0.0142, ""childcare"": 0.1116, ""supermarket"": 0.0588, ""pharmacy"": 0.0532, ""convenience"": 0.0, ""gp"": 0.063, ""hospital"": 0.0472, ""park"": 0.07, ""playground"": 0.0, ""transit"": 0.0414, ""cafe"": 0.0, ""restaurant"": 0.3875, ""library"": 0.0928, ""sport"": 1.0}"
21004E180,remote,0.090859,0.6,"{""supermarket"": 0.0588, ""pharmacy"": 0.0532, ""convenience"": 0.0, ""gp"": 0.063, ""park"": 0.07, ""playground"": 0.0, ""transit"": 0.0414, ""cafe"": 0.0, ""library"": 0.0928, ""restaurant"": 0.3875, ""sport"": 1.0, ""coworking"": 0.0}"
21004E180,senior,0.045378,0.6,"{""supermarket"": 0.0, ""convenience"": 0.0, ""gp"": 0.0, ""hospital"": 0.0, ""park"": 0.0, ""library"": 0.0, ""transit"": 0.0, ""cafe"": 0.0, ""restaurant"": 0.0, ""sport"": 0.9076}"
21004E193,family,0.827691,46.6,"{""school"": 1.0, ""childcare"": 0.8774, ""supermarket"": 0.6931, ""pharmacy"": 0.8315, ""convenience"": 1.0, ""gp"": 0.6701, ""hospital"": 0.6005, ""park"": 1.0, ""playground"": 0.1193, ""transit"": 1.0, ""cafe"": 1.0, ""restaurant"": 1.0, ""library"": 0.8752, ""sport"": 1.0}"
21004E193,remote,0.721269,45.0,"{""supermarket"": 0.6931, ""pharmacy"": 0.8315, ""convenience"": 1.0, ""gp"": 0.6701, ""park"": 1.0, ""playground"": 0.1193, ""transit"": 1.0, ""cafe"": 1.0, ""library"": 0.8752, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 0.1273}"
21004E193,senior,0.569891,34.7,"{""supermarket"": 0.2609, ""convenience"": 1.0, ""gp"": 0.2396, ""hospital"": 0.4058, ""park"": 0.9677, ""library"": 0.4719, ""transit"": 0.8762, ""cafe"": 0.3774, ""restaurant"": 1.0, ""sport"": 0.8647}"
21004E201,family,0.865358,57.1,"{""school"": 1.0, ""childcare"": 1.0, ""supermarket"": 0.5783, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 0.9714, ""hospital"": 0.2025, ""park"": 1.0, ""playground"": 0.49, ""transit"": 1.0, ""cafe"": 0.0, ""restaurant"": 1.0, ""library"": 0.8272, ""sport"": 1.0}"
21004E201,remote,0.642186,31.6,"{""supermarket"": 0.5783, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 0.9714, ""park"": 1.0, ""playground"": 0.49, ""transit"": 1.0, ""cafe"": 0.0, ""library"": 0.8272, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 0.0}"
21004E201,senior,0.667373,49.7,"{""supermarket"": 0.1668, ""convenience"": 1.0, ""gp"": 0.7139, ""hospital"": 0.0592, ""park"": 1.0, ""library"": 0.3971, ""transit"": 1.0, ""cafe"": 0.0, ""restaurant"": 1.0, ""sport"": 1.0}"
21004E211,family,0.946951,87.9,"{""school"": 1.0, ""childcare"": 1.0, ""supermarket"": 1.0, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 1.0, ""hospital"": 0.6256, ""park"": 0.8525, ""playground"": 1.0, ""transit"": 1.0, ""cafe"": 0.0156, ""restaurant"": 1.0, ""library"": 1.0, ""sport"": 1.0}"
21004E211,remote,0.700592,41.4,"{""supermarket"": 1.0, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 1.0, ""park"": 0.8525, ""playground"": 1.0, ""transit"": 1.0, ""cafe"": 0.0156, ""library"": 1.0, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 0.0}"
21004E211,senior,0.850488,80.0,"{""supermarket"": 1.0, ""convenience"": 1.0, ""gp"": 1.0, ""hospital"": 0.4362, ""park"": 0.4559, ""library"": 1.0, ""transit"": 1.0, ""cafe"": 0.0, ""restaurant"": 1.0, ""sport"": 1.0}"
21004E222,family,0.956284,91.1,"{""school"": 1.0, ""childcare"": 1.0, ""supermarket"": 0.9975, ""pharmacy"": 0.9075, ""convenience"": 1.0, ""gp"": 0.8999, ""hospital"": 0.7716, ""park"": 1.0, ""playground"": 1.0, ""transit"": 0.9979, ""cafe"": 0.0, ""restaurant"": 1.0, ""library"": 1.0, ""sport"": 1.0}"
21004E222,remote,0.708001,42.3,"{""supermarket"": 0.9975, ""pharmacy"": 0.9075, ""convenience"": 1.0, ""gp"": 0.8999, ""park"": 1.0, ""playground"": 1.0, ""transit"": 0.9979, ""cafe"": 0.0, ""library"": 1.0, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 0.0}"
21004E222,senior,0.749566,62.1,"{""supermarket"": 0.8381, ""convenience"": 1.0, ""gp"": 0.5384, ""hospital"": 0.6324, ""park"": 0.9996, ""library"": 1.0, ""transit"": 0.8416, ""cafe"": 0.0, ""restaurant"": 1.0, ""sport"": 1.0}"
21004E233,family,0.903423,72.6,"{""school"": 1.0, ""childcare"": 1.0, ""supermarket"": 1.0, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 1.0, ""hospital"": 0.7563, ""park"": 0.9767, ""playground"": 0.3029, ""transit"": 0.9021, ""cafe"": 0.0, ""restaurant"": 1.0, ""library"": 0.9928, ""sport"": 1.0}"
21004E233,remote,0.675554,36.8,"{""supermarket"": 1.0, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 1.0, ""park"": 0.9767, ""playground"": 0.3029, ""transit"": 0.9021, ""cafe"": 0.0, ""library"": 0.9928, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 0.0}"
21004E233,senior,0.799675,70.8,"{""supermarket"": 0.9905, ""convenience"": 1.0, ""gp"": 0.9905, ""hospital"": 0.6101, ""park"": 0.7322, ""library"": 0.7834, ""transit"": 0.5422, ""cafe"": 0.0, ""restaurant"": 1.0, ""sport"": 1.0}"
21004E292,family,0.540466,9.7,"{""school"": 0.7193, ""childcare"": 0.2806, ""supermarket"": 0.2254, ""pharmacy"": 0.7467, ""convenience"": 0.7085, ""gp"": 0.0266, ""hospital"": 0.2936, ""park"": 1.0, ""playground"": 0.1232, ""transit"": 1.0, ""cafe"": 0.0, ""restaurant"": 0.3347, ""library"": 0.0107, ""sport"": 1.0}"
21004E292,remote,0.426565,8.1,"{""supermarket"": 0.2254, ""pharmacy"": 0.7467, ""convenience"": 0.7085, ""gp"": 0.0266, ""park"": 1.0, ""playground"": 0.1232, ""transit"": 1.0, ""cafe"": 0.0, ""library"": 0.0107, ""restaurant"": 0.3347, ""sport"": 1.0, ""coworking"": 0.0}"
21004E292,senior,0.34656,11.8,"{""supermarket"": 0.02, ""convenience"": 0.2765, ""gp"": 0.0, ""hospital"": 0.1142, ""park"": 1.0, ""library"": 0.0, ""transit"": 0.986, ""cafe"": 0.0, ""restaurant"": 0.0165, ""sport"": 1.0}"
21004E70-,family,0.949624,89.0,"{""school"": 1.0, ""childcare"": 0.985, ""supermarket"": 1.0, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 1.0, ""hospital"": 0.8532, ""park"": 0.7035, ""playground"": 1.0, ""transit"": 1.0, ""cafe"": 1.0, ""restaurant"": 1.0, ""library"": 1.0, ""sport"": 1.0}"
21004E70-,remote,0.905219,80.3,"{""supermarket"": 1.0, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 1.0, ""park"": 0.7035, ""playground"": 1.0, ""transit"": 1.0, ""cafe"": 1.0, ""library"": 1.0, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 0.7336}"
21004E70-,senior,0.90745,89.7,"{""supermarket"": 1.0, ""convenience"": 1.0, ""gp"": 1.0, ""hospital"": 0.755, ""park"": 0.2705, ""library"": 1.0, ""transit"": 1.0, ""cafe"": 1.0, ""restaurant"": 1.0, ""sport"": 1.0}"
21004E72-,family,0.855835,54.6,"{""school"": 1.0, ""childcare"": 1.0, ""supermarket"": 0.9674, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 0.6142, ""hospital"": 0.4042, ""park"": 0.966, ""playground"": 0.0947, ""transit"": 0.9893, ""cafe"": 1.0, ""restaurant"": 1.0, ""library"": 0.6761, ""sport"": 1.0}"
21004E72-,remote,0.909176,81.3,"{""supermarket"": 0.9674, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 0.6142, ""park"": 0.966, ""playground"": 0.0947, ""transit"": 0.9893, ""cafe"": 1.0, ""library"": 0.6761, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 1.0}"
21004E72-,senior,0.576262,35.4,"{""supermarket"": 0.7011, ""convenience"": 1.0, ""gp"": 0.1932, ""hospital"": 0.2014, ""park"": 0.6967, ""library"": 0.2293, ""transit"": 0.7859, ""cafe"": 1.0, ""restaurant"": 1.0, ""sport"": 0.9824}"
21004E73-,family,0.905662,73.1,"{""school"": 0.9246, ""childcare"": 0.6403, ""supermarket"": 0.9932, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 0.5557, ""hospital"": 0.7871, ""park"": 1.0, ""playground"": 1.0, ""transit"": 1.0, ""cafe"": 1.0, ""restaurant"": 1.0, ""library"": 1.0, ""sport"": 1.0}"
21004E73-,remote,0.977059,96.3,"{""supermarket"": 0.9932, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 0.5557, ""park"": 1.0, ""playground"": 1.0, ""transit"": 1.0, ""cafe"": 1.0, ""library"": 1.0, ""restaurant"": 1.0, ""sport"": 1.0, ""coworking"": 0.9998}"
21004E73-,senior,0.720177,58.1,"{""supermarket"": 0.8067, ""convenience"": 1.0, ""gp"": 0.1518, ""hospital"": 0.6549, ""park"": 1.0, ""library"": 1.0, ""transit"": 1.0, ""cafe"": 1.0, ""restaurant"": 1.0, ""sport"": 1.0}"
21004E74-,family,0.980427,95.5,"{""school"": 1.0, ""childcare"": 1.0, ""supermarket"": 1.0, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 1.0, ""hospital"": 0.8151, ""park"": 0.9227, ""playground"": 0.9701, ""transit"": 1.0, ""cafe"": 1.0, ""restaurant"": 1.0, ""library"": 1.0, ""sport"": 0.9987}"
21004E74-,remote,0.817736,65.8,"{""supermarket"": 1.0, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 1.0, ""park"": 0.9227, ""playground"": 0.9701, ""transit"": 1.0, ""cafe"": 1.0, ""library"": 1.0, ""restaurant"": 1.0, ""sport"": 0.9987, ""coworking"": 0.149}"
21004E74-,senior,0.885834,85.7,"{""supermarket"": 0.9024, ""convenience"": 1.0, ""gp"": 0.9145, ""hospital"": 0.6966, ""park"": 0.586, ""library"": 0.8944, ""transit"": 1.0, ""cafe"": 1.0, ""restaurant"": 1.0, ""sport"": 0.8318}"
21004E800,family,0.891283,68.6,"{""school"": 1.0, ""childcare"": 1.0, ""supermarket"": 1.0, ""pharmacy"": 1.0, ""convenience"": 1.0, ""gp"": 0.116, ""hospital"": 0.8619, ""park"": 1.0, ""playground"": 1.0, ""transit"": 0.978, ""cafe"": 0.0334, ""restaurant"": 1.0, ""library"": 0.8842, ""sport"": 1.0}"
